sentID.BTEC	split	lang	sent
16158	corpus-6-test-corpus-26-train	MSA	أجل , يمكننا القيام بخدمتك بداية من السابعة .
16159	corpus-6-train	MSA	لا يوجد أي من هذه المتاجر في اليابان . لذا , ماذا عساي أن أفعل ؟
16164	corpus-6-train	MSA	بلى .
16167	corpus-6-test-corpus-26-train	MSA	من فضلك استلق هنا .
16169	corpus-6-test-corpus-26-test	MSA	يالها من خدمة سريعة !
16171	corpus-6-dev	MSA	أريد تغيير رحلتي إلى التاسع من أكتوبر .
16179	corpus-6-train	MSA	وجبة أضلاع لحم خنزير شعبية هنا .
16181	corpus-6-train	MSA	هل لك أن تخبرني عن ميعاد وصول الحافلة إلى شارع رقم اثنين وأربعون ؟
16182	corpus-6-train	MSA	اتجه يساراً عند اللافتة الثانية , من فضلك .
16183	corpus-6-train	MSA	أين الأشخاص الآخرين ؟
16186	corpus-6-dev	MSA	أي طابق ؟
16189	corpus-6-train	MSA	بألوان مختلفة ؟
16191	corpus-6-test-corpus-26-train	MSA	ربما ستظل ترتفع .
16193	corpus-6-train	MSA	هل يوجد ميكرويف ؟
16195	corpus-6-train	MSA	أين مركز المؤتمرات ؟
16196	corpus-6-train	MSA	درجة أولى ، مقعد لغير المدخنين من فضلك .
16197	corpus-6-train	MSA	هل يجب أن علي أن ألزم الفراش ؟
16198	corpus-6-train	MSA	هل لك أن تعيد الإصدار في غضون يوم ؟
16199	corpus-6-train	MSA	ما هو طبقكم المميز ؟
16200	corpus-6-train	MSA	أنا مع زوجي .
16203	corpus-6-dev	MSA	هل لك أن تريني عددا ً من بطاقات تحقيق الهوية ؟
16204	corpus-6-dev	MSA	فصيلة دمي أيه .
16205	corpus-6-train	MSA	هل يمكنني أن أنتقل إلى غرفة تطل على المحيط ؟
16206	corpus-6-train	MSA	تذكرة ذهاب , من فضلك .
16210	corpus-6-train	MSA	هل يمكنني الذهاب إلى هناك سيراً ؟
16211	corpus-6-train	MSA	أي نوع من الغرف تفضل ؟
16217	corpus-6-test-corpus-26-train	MSA	من فضلك اتجه يساراً عند التقاطع التالي .
16218	corpus-6-train	MSA	أرني , من فضلك .
16219	corpus-6-test-corpus-26-dev	MSA	معذرة . كيف يمكنني الوصول إلى المصرف ؟
16220	corpus-6-train	MSA	بالتأكيد . تي إيه إن إيه كيه إيه . رقم البطاقة هو واحد اثنان ثلاثة أربعة خمسة ستة سبعة ثمانية . وستنتهي صلاحيته في شهر سبتمبر سنة ألفين وواحد .
16221	corpus-6-train	MSA	تغلق , في أي وقت ؟
16222	corpus-6-test-corpus-26-train	MSA	هل توجد خدمة نقل بالحافلات إلى متحف فورد ؟
16224	corpus-6-train	MSA	من فضلك علق الركاب .
16227	corpus-6-test-corpus-26-train	MSA	أجل . اسمك ورقم غرفتك , من فضلك .
16228	corpus-6-dev	MSA	شيكاً سياحياً ، موافق ؟
16231	corpus-6-test-corpus-26-train	MSA	كم المدة التي يستغرقه لكي يصل لليابان عن طريق البريد الجوي ؟
16232	corpus-6-train	MSA	هل سيارات الأجرة تأتي إلى هنا ؟
16233	corpus-6-train	MSA	ربما يكون مركز التجارة العالمي مكاناً جيداً .
16235	corpus-6-train	MSA	ماذا قال ؟
16237	corpus-6-train	MSA	ما الزي المتعارف عليه ؟
16238	corpus-6-test-corpus-26-train	MSA	حسناً . أراك الساعة الثانية يوم الأحد .
16240	corpus-6-train	MSA	إنها حقيبة زرقاء صغيرة تحمل ليلا .
16241	corpus-6-train	MSA	هل يجب علي أن أنتقل لركوب طائرة أخرى ؟
16243	corpus-6-train	MSA	هل لك أن تخبرين بالرقم الكودي لمنطقة القديس لويس ؟
16244	corpus-6-train	MSA	أريد عدسات كاميرا تيليفوتوغرافية .
16245	corpus-6-dev	MSA	طبعاً . لقد كنت أتجول السيارة في هذه المنطقة منذ أكثر من عشر سنوات .
16247	corpus-6-train	MSA	أريد مصباحاً .
16248	corpus-6-train	MSA	هل يمكنني الحصول على دواء ؟
16249	corpus-6-train	MSA	أنا مصاب برجفة وغثيان . هل يوجد مقعد أرقد عليه ؟
16250	corpus-6-train	MSA	هل هذا فينيل ؟
16253	corpus-6-dev	MSA	مفتاحي من فضلك . غرفة رقم ثلاثة واحد وأربعون .
16255	corpus-6-train	MSA	هل لك أن تضع عليها علامة على خريطتي ؟
16256	corpus-6-train	MSA	أين يجب أن أنتظر ؟
16257	corpus-6-train	MSA	أين مركز التسوق ؟
16258	corpus-6-test-corpus-26-train	MSA	أريد أن أمر بنيويورك في طريقي إلى تورونتو .
16259	corpus-6-test-corpus-26-train	MSA	لقد كسر الزمام المنزلق . هل لديك مزيد من نفس النوع ؟
16262	corpus-6-dev	MSA	من فضلك حول هذه النقود إلى دولارات .
16263	corpus-6-dev	MSA	أحصل على مياه صنبور , بثلج .
16265	corpus-6-train	MSA	هل لديكم أفلام مجانية ؟
16266	corpus-6-train	MSA	يعتبر أول مواقع للغوص اليوم واحدا من أكثر المنحدرات شهرة في هاواي .
16268	corpus-6-train	MSA	من فضلك انقلني إلى غرفة أخرى .
16270	corpus-6-train	MSA	أريد ترمومتر .
16271	corpus-6-test-corpus-26-train	MSA	هذا ضرب من الدناءة .
16272	corpus-6-train	MSA	يوجد شيء خطأ في المرشح .
16273	corpus-6-train	MSA	أريد القيام بحجز في الساعة السابعة .
16276	corpus-6-train	MSA	أريد حجز مقعدين لمساء الجمعة .
16279	corpus-6-test-corpus-26-dev	MSA	هل لك أن تعيد تأكيد رحلتي ؟ هاهي تذكرة الطيران .
16282	corpus-6-train	MSA	إنه هناك خلف المستشفى .
16283	corpus-6-train	MSA	كم سعر تذكرة علي الدرجة الثانية لنيويورك ؟
16284	corpus-6-train	MSA	ما الرواية المثيرة التي تزكيها ؟
16285	corpus-6-train	MSA	لدينا أسبرين .
16287	corpus-6-train	MSA	لقد جرحت نفسي .
16288	corpus-6-train	MSA	ضع السماعة , من فضلك .
16289	corpus-6-train	MSA	كيف أصل هناك ؟
16290	corpus-6-train	MSA	أريد عينة من بولك .
16291	corpus-6-test-corpus-26-train	MSA	هل لديك هذا باللون الأخضر الداكن ؟
16292	corpus-6-test-corpus-26-test	MSA	هل لك أن تأخذني إلى كانتربري وتعيدني إلى هنا ؟
16293	corpus-6-train	MSA	من المفترض أن تأخذ أمتعتك من على سير الأمتعة .
16296	corpus-6-train	MSA	ما طول المدة التي يقفها القطار هنا ؟
16297	corpus-6-dev	MSA	أنت بحاجة لتناول دواء للمعدة .
16299	corpus-6-train	MSA	هل تكون مفتوحة أيام الأحد ؟
16301	corpus-6-train	MSA	كم تتقاضى في الشهر ؟
16302	corpus-6-train	MSA	من فضلك أعطني رأيك بصراحة في هذا .
16311	corpus-6-test-corpus-26-train	MSA	هل لي بشوكة أخرى ؟
16312	corpus-6-test-corpus-26-train	MSA	شكراً جزيلاً لعطفك .
16314	corpus-6-train	MSA	كم قيمة الرسوم الزائدة ؟
16315	corpus-6-train	MSA	تنزف لثتي عندما أضغط عليها .
16316	corpus-6-train	MSA	هل لك أن تحتفظ لي بهذا معك ؟
16318	corpus-6-train	MSA	قمت بلصق بطاقة المطالبة بالأمتعة على غلاف التذكرة .
16320	corpus-6-train	MSA	السكارى هم أنفسهم في كل بلد .
16321	corpus-6-train	MSA	حسناً . لماذا لا تتحقق من غرفة الحمامات أولاً ؟ سأتحقق وأري إذا ما كانت في المطعم .
16322	corpus-6-train	MSA	من فضلك أرني واحد أصغر قليلاً .
16323	corpus-6-train	MSA	أنا جريح وأحتاج لسيارة إسعاف .
16325	corpus-6-dev	MSA	من أين يمكنني ركوب السيارة الليموزين لفندق هيلتون ؟
16326	corpus-6-train	MSA	الماء يتسرب من الماسورة .
16330	corpus-6-dev	MSA	هل لك أن تبعث لي الأشياء التي تركتها ؟
16332	corpus-6-train	MSA	هل يمكنني إجراء مكالمة من هذا التليفون ؟
16333	corpus-6-train	MSA	لست متأكداً .
16334	corpus-6-train	MSA	أريد أن أجرب الطبق الخاص المحلي .
16335	corpus-6-test-corpus-26-train	MSA	آسف ، نحن لا نبيع تذاكر للمسرح .
16337	corpus-6-test-corpus-26-train	MSA	أريد أن أرى هذا .
16339	corpus-6-test-corpus-26-train	MSA	آه ، هذا جميل . ماذا علي أن أصنع ؟
16341	corpus-6-train	MSA	بعد ذلك ، أريد أن ألفت انتباهك لخريطة رقم واحد شرطة ثلاثة .
16342	corpus-6-train	MSA	هل يوجد أي تغيير في رحلة رقم اثنان خمسة اثنان المتجهة إلى أوساكا ؟
16344	corpus-6-test-corpus-26-dev	MSA	أريد مد إقامتي هنا ليومين آخرين .
16346	corpus-6-train	MSA	ما رأيك في هذه الطائرة الورقية المصنوعة في اسكتلندا ؟
16350	corpus-6-train	MSA	آه ، هذا ما أريد أن أقوم به الآن . واحد , اثنان ، نم .
16351	corpus-6-test-corpus-26-train	MSA	من فضلك غير مقعدي .
16352	corpus-6-train	MSA	أريد تموج خفيف لشعري , من فضلك .
16357	corpus-6-dev	MSA	هل هناك حافلة صغيرة ستأتي لتأخذنا من هوليداي إن ؟
16359	corpus-6-train	MSA	لا بد أن يكون هناك خطأ ما .
16360	corpus-6-train	MSA	طبعاً . ما طول المدة التي تعتقد أنها ستستغرقها ؟
16361	corpus-6-train	MSA	أستطيع أن أعطيك كمادة ، لكنني أقترح أن تذهب للطبيب لتحصل على صورة بالأشعة السينية .
16362	corpus-6-train	MSA	من فضلك كن على راحتك ومدد رجلك .
16363	corpus-6-train	MSA	أنت محق فأنا أعرف , لماذا لا نذهب إلى هناك سوياً ؟
16365	corpus-6-test-corpus-26-train	MSA	لدينا جمبري رائع جداً اليوم .
16366	corpus-6-train	MSA	حدث كله فجأة . لذلك لم أر وجوههم .
16367	corpus-6-dev	MSA	شكراً . هل يمكنك إعداد السلطة ؟
16368	corpus-6-train	MSA	هل يمكن توصيلها لهذا العنوان ؟
16370	corpus-6-train	MSA	آه ، واحدة أخرى , من فضلك . ربما رمشت بعيني .
16371	corpus-6-test-corpus-26-train	MSA	إلى أي ساعة متأخرة تظل مفتوحة ؟
16374	corpus-6-train	MSA	أحضر لي طبقاً , من فضلك .
16376	corpus-6-train	MSA	أستطيع أن أتحدث الإنجليزية قليلاً .
16377	corpus-6-train	MSA	حسناً ، لا أحب هذا اللون . هل لديك هذا باللون الأزرق ؟
16378	corpus-6-train	MSA	من فضلك أخبرني بعنوان المراسلة عليك في حالة الطوارئ .
16379	corpus-6-train	MSA	أنا متأكد من ملأ خزان البنزين عندما أعدت السيارة .
16380	corpus-6-train	MSA	المنزل يبدو مريحاً للإقامة فيه .
16387	corpus-6-train	MSA	متى تغادر هذه الطائرة ؟
16388	corpus-6-train	MSA	هذا لحقت به أضرار .
16389	corpus-6-train	MSA	أجل ، حسناً .
16391	corpus-6-train	MSA	لنذهب مرة أخرى .
16392	corpus-6-dev	MSA	تذكرتين لهذه الليلة , من فضلك .
16395	corpus-6-test-corpus-26-train	MSA	للمدخنين أم لا ؟
16397	corpus-6-train	MSA	هل تبيع بضائع معفاة من الضرائب ؟
16398	corpus-6-train	MSA	لقد جرحت رأسها .
16399	corpus-6-train	MSA	هل هذه هي ناقلة الأمتعة لرحلة رقم سبعة واحد أربعة ؟
16400	corpus-6-train	MSA	سمعت حوالي عشرين دولاراً .
16401	corpus-6-train	MSA	اسمي نوجوتشي . لقد اتصلت بك من الفندق منذ لحظات .
16403	corpus-6-test-corpus-26-train	MSA	إنه غالي جدا بالنسبة لي . ألا يمكنك تخفيض السعر قليلاً ؟
16407	corpus-6-train	MSA	أين السفارة اليابانية ؟ هل تمانع في أن ترسم لي خريطة ؟
16408	corpus-6-train	MSA	أريد غرفة تطل على منظر جميل .
16409	corpus-6-test-corpus-26-dev	MSA	أنا جاهز صباح الأربعاء أو بعد ظهر الجمعة .
16410	corpus-6-train	MSA	هل هو قريب من محطة قطار الأنفاق ؟
16413	corpus-6-test-corpus-26-train	MSA	لم أقم بالحجز .
16414	corpus-6-train	MSA	حافلة ؟ أعتقد أنك تقصد سيارة ليموزين لتقلك إلى الفندق . إلى أي فندق أنت ذاهب ؟
16415	corpus-6-train	MSA	هل لك أن تلتقط صورة لي ؟
16417	corpus-6-train	MSA	أريد سحب أربعمائة دولاراً من حسابي .
16418	corpus-6-train	MSA	سأصل في غضون عشر دقائق .
16419	corpus-6-train	MSA	ما هي الساعات التي يفتحون فيها ؟
16421	corpus-6-train	MSA	هذا هو السيد سوزوكي يتحدث , أريد أن أسأل عن الحجز بالفندق .
16423	corpus-6-train	MSA	كم المدة التي ستمكثها في ألمانيا ؟
16425	corpus-6-train	MSA	هل يمكنني أن أتلقي درساً خصوصياً ؟
16428	corpus-6-train	MSA	يحتوي هذا الفيلم على مشاهد عنف كثيرة لا تتناسب مع الأطفال . ينبغي أن يتم حظر مشاهدته .
16431	corpus-6-train	MSA	هل لك أن تجعل الترموستات أكثر دفأ من فضلك ؟
16432	corpus-6-train	MSA	من فضلك عدل خطة بعد الظهر ؟
16434	corpus-6-test-corpus-26-train	MSA	لأن الصيف في اليابان عادة ما يكون شديد الحرارة ، ولم يكن لدينا تكييف هواء قديماً .
16435	corpus-6-train	MSA	شكراً . من فضلك اصعد ثم أحضر الباقي فيما بعد .
16438	corpus-6-train	MSA	من فضلك أنزلني عند الشارع الخامس .
16439	corpus-6-train	MSA	كم المدة يستغرقها الوصول إلى المطار ؟
16440	corpus-6-dev	MSA	أريد علاجاً للبثرات .
16442	corpus-6-dev	MSA	أريد القيام بحجز في تمام الساعة السابعة .
16444	corpus-6-test-corpus-26-train	MSA	هل لك أن تستدعي لي سيارة أجرة الساعة الثامنة صباح غد ؟
16445	corpus-6-train	MSA	هل لديك أفلام جنسية ؟
16447	corpus-6-train	MSA	هل توجد قائمة طعام يابانية ؟
16451	corpus-6-train	MSA	لقد تعطلت سيارتي .
16453	corpus-6-test-corpus-26-train	MSA	إنه مريب .
16459	corpus-6-dev	MSA	سقط صديقي من أعلي الجرف .
16460	corpus-6-train	MSA	أنا سعيد بمعرفتك , يا سيدي .
16461	corpus-6-dev	MSA	كم كانت تكلفة المكالمات الهاتفية إلى اليابان ؟
16463	corpus-6-train	MSA	لا أستطيع الدخول .
16465	corpus-6-test-corpus-26-train	MSA	لماذا لا ننتظر الحافلة تحت التندة ؟
16467	corpus-6-train	MSA	متى ستكون متاحة ؟
16468	corpus-6-train	MSA	معذرة . أعتقد أن مقعدي بجوار مقعدك .
16470	corpus-6-train	MSA	ها نحن قد وصلنا . هذا هو المتحف البريطاني .
16472	corpus-6-train	MSA	مرحباً . هاهي قائمة طعام .
16475	corpus-6-dev	MSA	أريد تلميع حذائي .
16477	corpus-6-test-corpus-26-train	MSA	تعالى ، كينجي . دعني أريك أرجاء المكتب .
16478	corpus-6-test-corpus-26-train	MSA	أجل ، إنها مفتوحة من التاسعة حتى التاسعة .
16479	corpus-6-train	MSA	كانت كالحلم .
16480	corpus-6-train	MSA	الساعة الثالثة .
16481	corpus-6-train	MSA	أنا آسف لأنني لا أستطيع قبول الدعوة لارتباطي بموعد آخر .
16483	corpus-6-train	MSA	حتى أي ساعة متأخرة يمكننا استخدام المرافق ؟
16484	corpus-6-test-corpus-26-dev	MSA	لا أستطيع النوم جيداً أثناء الليل .
16485	corpus-6-dev	MSA	لقد تركت حقيبة اليد الخاصة بي في مكان ما .
16486	corpus-6-train	MSA	ما القائمة التي توصي بها ؟
16487	corpus-6-test-corpus-26-train	MSA	كيف أثر الركود على الشركة ؟
16488	corpus-6-train	MSA	هل يشمل رسم الخدمة والضريبة ؟
16489	corpus-6-train	MSA	سأذهب إلى البوابة على الكرسي المتحرك الخاص بي .
16492	corpus-6-train	MSA	أشعر بتحسن كبير الآن . شكراً جزيلاً على كل شيء .
16493	corpus-6-train	MSA	أين يمكنني إصلاحها ؟
16494	corpus-6-train	MSA	كلاً ، ليس بعد . لكنني أود الذهاب هناك ذات يوم .
16495	corpus-6-test-corpus-26-train	MSA	لدي موعد آخر .
16496	corpus-6-train	MSA	هل لي بشيء أقرأه ؟
16499	corpus-6-train	MSA	أريد تحديد موعد لتجفيف شعري في الساعة الثالثة .
16501	corpus-6-train	MSA	كم من الوقت يستغرق الوصول إلى هناك ؟
16502	corpus-6-train	MSA	الجو بارد . ربما سأطلب بطانية أخرى ؟
16503	corpus-6-train	MSA	هل هذا الخط يذهب إلى سان دييجو ؟
16504	corpus-6-train	MSA	ما المدة التي يستغرقها للوصول لليابان عن طريق البريد البري ؟
16505	corpus-6-train	MSA	اتجه يساراً بعد أن تجتاز كوبري المشاة هذا .
16507	corpus-6-train	MSA	لهذا ، هل هذه الشروط مقبولة ؟
16508	corpus-6-train	MSA	لا أستطيع تحمل المزيد من هذا .
16509	corpus-6-train	MSA	قدح جعة خفيفة ، من فضلك .
16511	corpus-6-train	MSA	أريد علبة سجائر .
16516	corpus-6-test-corpus-26-train	MSA	هل لي بخريطة لطرق المدينة ؟
16517	corpus-6-train	MSA	كثير من حالات الإصابة بالبرد منتشرة هذه الأيام .
16519	corpus-6-train	MSA	من فضلك سخن الطبق مرة أخرى .
16520	corpus-6-train	MSA	هل ينبغي أن ألبس رابطة عنق ؟
16522	corpus-6-train	MSA	أريد شامبو للشعر الجاف .
16524	corpus-6-train	MSA	كيف يمكنني الوصول إلى فندق واني ؟
16527	corpus-6-train	MSA	أخشى أنك أتيت إلى المائدة الخطأ .
16528	corpus-6-train	MSA	أريد دراسة الطب .
16529	corpus-6-train	MSA	لا زلت تدين لي بدولار وسبعين سنتاً .
16531	corpus-6-train	MSA	هل توجد أي تعليمات عناية ؟
16535	corpus-6-train	MSA	حسناً . سأطلب نبيذ تشابليس . وأنت ، يا جين ؟
16536	corpus-6-test-corpus-26-dev	MSA	هذا بعينه ما كنت أبحث عنه .
16537	corpus-6-train	MSA	كلا ، الحقائب الجلدية أعلى . هذه جلدية . ثمنها مائة وخمسة وسبعون دولاراً .
16540	corpus-6-train	MSA	نحن مهتمون بالأثاث .
16541	corpus-6-train	MSA	هل لك أن تزكي مطعماً جيداً ؟
16542	corpus-6-test-corpus-26-train	MSA	لا أفهم شرحك .
16544	corpus-6-dev	MSA	هل تبيع مداد أقلام حبر ؟
16545	corpus-6-train	MSA	كلا ، لن نفعل . يجب أن أذهب إلى المنزل قبل السابعة .
16546	corpus-6-test-corpus-26-train	MSA	كان يجب تدبير وسيلة مواصلات . ذاهبة إلى بوسطن .
16547	corpus-6-test-corpus-26-train	MSA	أين أفضل مكان لمشاهدة المعالم ؟
16548	corpus-6-train	MSA	انتهت المباراة .
16549	corpus-6-train	MSA	هل لديك اللون الفضي الخالص من هذا ؟
16550	corpus-6-train	MSA	يبدو أنني فقدت بطاقة الماستر كارد بينما كنت أتسوق هنا .
16551	corpus-6-train	MSA	كلا ، شكراً . أنا نعسان الآن .
16552	corpus-6-train	MSA	أنا أواجه متاعب . من فضلك ساعدني .
16553	corpus-6-train	MSA	في أي الطوابق توجد الملابس الرجالي ؟
16554	corpus-6-train	MSA	لقد أصيبت يدي اليمنى بحروق من المياه الساخنة في الوعاء .
16557	corpus-6-train	MSA	كيف يمكنني الحصول على التذاكر ؟
16559	corpus-6-train	MSA	اسمي كامي . لدي حجز هنا لمدة ليلتين .
16560	corpus-6-train	MSA	أسرع إلى المطار ، من فضلك .
16561	corpus-6-train	MSA	أنا لا أجيد اللغة الإنجليزية .
16562	corpus-6-train	MSA	أنت لطيف جداً .
16563	corpus-6-dev	MSA	سنستقل قطار الأنفاق ، لكن علينا إحضار تذكارات أولاً .
16567	corpus-6-train	MSA	لقد نشلت . كان معي حوالي مائتا دولار في المحفظة .
16569	corpus-6-train	MSA	أجل . تحت المقعد .
16571	corpus-6-train	MSA	أين أقرب متجر أغذية صحية ؟
16572	corpus-6-train	MSA	كلاً . فيما بعد ، من فضلك .
16573	corpus-6-train	MSA	أشعر بقشعريرة برد .
16576	corpus-6-test-corpus-26-train	MSA	هل هي متينة ؟
16577	corpus-6-test-corpus-26-train	MSA	لقد استمتعت كثيرا .
16580	corpus-6-train	MSA	ما هي أوصاف الفاعل ؟
16581	corpus-6-test-corpus-26-train	MSA	حسنا إذاً ، أريد عصا مضرب أصغر كتلك التي مع جوليا روبرتس .
16584	corpus-6-dev	MSA	أين مكان هذا المقعد ؟
16585	corpus-6-train	MSA	هناك الكثير من المناطق التاريخية .
16586	corpus-6-test-corpus-26-train	MSA	هل لك أن تأخذ هذا ، من فضلك ؟
16587	corpus-6-train	MSA	أين أفضل مكان يمكنني زيارته مع صديقي ؟
16588	corpus-6-train	MSA	كلا ، لا . أود أن أراك .
16589	corpus-6-train	MSA	هل لها ضمان ؟
16590	corpus-6-train	MSA	حسناً . يمكنني أن أناولها لك .
16591	corpus-6-train	MSA	أين أقرب متجر من هنا ؟
16593	corpus-6-train	MSA	متى سنصل ؟
16595	corpus-6-dev	MSA	إذاً ، سر عبر القناة الخضراء .
16598	corpus-6-train	MSA	ما هي أسعار الأطباق اليوم ؟
16599	corpus-6-train	MSA	هل لك أن تحول فرنكات فرنسية إلى جنيهات إسترلينية ؟
16601	corpus-6-test-corpus-26-train	MSA	الركاب المسافرون على خطوط إيه بي سي الجوية رحلة رقم سبعة صفر ثلاثة المتجهة إلى طوكيو التفضل بالتوجه إلى بوابة رقم عشرين لإنهاء الإجراءات الرسمية .
16606	corpus-6-train	MSA	أين يمكنني آخذ أمتعتي من على متن رحلة الخطوط الجوية اليابانية رحلة رقم واحد وعشرين ؟
16607	corpus-6-test-corpus-26-train	MSA	أين موقف الحافلات ل بي ؟
16608	corpus-6-train	MSA	حساب ست مشروبات هو عشر دولارات وخمسون سنتاً سيدي .
16609	corpus-6-train	MSA	آه ، أنا آسف . ربما كان في ذهنك مكان ما . أين كنت تريد أن تذهب ؟
16610	corpus-6-dev	MSA	هل لي أن آخذ طلبك ، سيدي ؟
16611	corpus-6-train	MSA	هل يمكنك أن تؤمن على هذا الطرد ؟
16612	corpus-6-train	MSA	ما نوع تسريحة الشعر المحببة في الولايات المتحدة الأمريكية الآن ؟
16614	corpus-6-train	MSA	ما هو حجر البخت ليونيو ؟
16615	corpus-6-train	MSA	هل أنت مصاب بالحصبة .
16618	corpus-6-train	MSA	هل تحب الموسيقى ؟
16620	corpus-6-train	MSA	حمام ، فيضان .
16623	corpus-6-train	MSA	أجل ، لقد قبلني دكتور جونسون أمس .
16624	corpus-6-dev	MSA	هل تعرف أين ستقام ؟
16626	corpus-6-train	MSA	هل لك أن تشرح لي كيفية إغلاق الباب ؟
16629	corpus-6-train	MSA	أريد تلقي درس على جهاز تنفس الغطاسين .
16632	corpus-6-dev	MSA	أين صنعت هذه أساساً ، ومنذ متى ؟
16634	corpus-6-train	MSA	أين يجب أن اتركها بعد أسبوع ؟
16636	corpus-6-train	MSA	إنني أفهم . أنت تدفع رسماً زائداً فحسب .
16640	corpus-6-train	MSA	مرحباً . أريد أن أطلب قهوة ووجبة سندوتشات سريعة .
16642	corpus-6-train	MSA	اللعنة . لقد توقفت عند نقطة تفتيش أمنية مرة أخرى .
16643	corpus-6-test-corpus-26-train	MSA	الدخول فرداً فردا ، ً من فضلكم .
16644	corpus-6-train	MSA	سر في خط مستقيم ، وستجدها إلى يسارك .
16645	corpus-6-train	MSA	كاحلي يؤلمني .
16646	corpus-6-train	MSA	أشعر بدوار بسيط .
16647	corpus-6-train	MSA	يبدو أنه يستمتع بالرحلة .
16648	corpus-6-train	MSA	ما الحافلة التي كنت على متنها ؟
16651	corpus-6-train	MSA	هل لك أن تزكي فيلماً كوميدياً ؟
16652	corpus-6-train	MSA	حسناً ، ما رأيك في هذا الحزام المصنوع من جلد الماعز ذا الجودة العالية ؟
16653	corpus-6-test-corpus-26-dev	MSA	من أين يمكنني شراء مفارش مائدة ؟
16656	corpus-6-train	MSA	أنها على هذه الورقة .
16658	corpus-6-train	MSA	هل لي أن أحصل على تقرير طبي وإيصال من أجل التأمين الخاص بي ؟
16659	corpus-6-train	MSA	أريد القيام بحجز في الفندق ، من فضلك .
16662	corpus-6-train	MSA	من فضلك انتظر لحظة . سأذهب وأسأله .
16663	corpus-6-dev	MSA	أنزله عند فندق بيج ، من فضلك .
16668	corpus-6-train	MSA	ما سعر أرخص مقعد ؟
16670	corpus-6-train	MSA	مقاعد متقاربة من بعضها قدر الإمكان ، من فضلك .
16672	corpus-6-train	MSA	لن ينفتح الباب .
16676	corpus-6-train	MSA	هل لك أن تسمح بالتقاط صورة لك معنا ؟
16678	corpus-6-train	MSA	هل لديك سمك مقلي ؟
16679	corpus-6-test-corpus-26-train	MSA	هل يمكنني استئجار مرشداً يتحدث اللغة اليابانية ؟
16680	corpus-6-train	MSA	أيهما تعتقد أنها أفضل كهدية لصبي عمره ثماني سنوات ؟
16681	corpus-6-train	MSA	تعني في نطاق المدينة ؟
16682	corpus-6-train	MSA	 وان بلو بليت سبيشال  . هل أعددته ؟
16683	corpus-6-train	MSA	هل لديك خرائط لمنطقة وسط المدينة ؟
16684	corpus-6-train	MSA	هذا علي .
16685	corpus-6-train	MSA	لقد أتيت لأقول لها مرحباً فحسب .
16687	corpus-6-dev	MSA	من فضلك املأه عندما تعيد السيارة .
16688	corpus-6-train	MSA	بما توصي ؟ لا أعرف ماذا يصلح لأنني لست مدخنا .
16689	corpus-6-train	MSA	كم طول المدة التي تريد أن تستخدمها فيها ؟
16690	corpus-6-train	MSA	هل لك أن تنادي أحداً يتحدث اللغة اليابانية ؟
16692	corpus-6-dev	MSA	أريد وجبة عشاء تتكلف في حدود أربعين دولاراً للفرد .
16696	corpus-6-test-corpus-26-train	MSA	هل تريدني أن ألتقط لك صورة ؟
16697	corpus-6-train	MSA	يبدو أنها سرقت .
16700	corpus-6-train	MSA	خبز محمص وفنجان قهوة ، من فضلك .
16702	corpus-6-train	MSA	اسمك وعنوانك ، من فضلك .
16705	corpus-6-train	MSA	مرحباً . هل يمكنني مساعدتك ؟
16708	corpus-6-train	MSA	في حدود الثامنة وخمسين دقيقة ، إذا لم يكن لديك مانع .
16709	corpus-6-test-corpus-26-train	MSA	لم يكن لدي هذا الطبق .
16710	corpus-6-train	MSA	هل توجد أية مرافق للمعاقين ؟
16712	corpus-6-train	MSA	هل سيبقى أثر الجرح على جلدي ؟
16714	corpus-6-dev	MSA	نحن نستخدم عيدان الأكل لتناول الوجبات .
16716	corpus-6-train	MSA	تقام الحفلات البهيجة تحت الأشجار المثمرة .
16717	corpus-6-train	MSA	لقد وصلت على خطوط يانايتد إيرلاينز رحلة رقم خمسة أربعة ثلاثة .
16718	corpus-6-test-corpus-26-train	MSA	لقد قطع إصبعي . هل يوجد مطهر ؟
16719	corpus-6-train	MSA	أنني ليشرفني كثيراً أن أقابل رجلاً رائعاً مثلك .
16720	corpus-6-train	MSA	السيد إينشتاين ، هل لي أن أطرح عليك سؤالاً عن سعر الصرف ؟ أنا لا أفهم كيف تستطيعون اتهام اليابان بممارسات تجارية جائرة على هذا النحو المطلق .
16721	corpus-6-train	MSA	متي يمكننا ضرب كرة الجولف ؟
16722	corpus-6-train	MSA	سنأتي ونأخذك من أمام الفندق .
16723	corpus-6-test-corpus-26-train	MSA	هل يمكنني الحصول على طابع فئة خمسة وتسعين سنتاً ؟
16724	corpus-6-train	MSA	دعني أقيس درجة حرارتك . هل لديك شهية للطعام ؟
16728	corpus-6-train	MSA	أجل ، لحظة واحدة ، من فضلك . يوجد مقعد شاغر في المؤخرة ، لذلك يمكنك الانتقال إلى هناك .
16729	corpus-6-train	MSA	كيف أصل إلى هذا العنوان ؟
16735	corpus-6-train	MSA	هل لك أن تحجز لي غرفة ؟
16736	corpus-6-test-corpus-26-train	MSA	سأكون هنا الساعة الثامنة إلى الربع .
16737	corpus-6-train	MSA	سآخذ مقعداً في القاعة الرئيسية .
16738	corpus-6-train	MSA	أريد شيئاً أرخص قليلاً .
